symbol,name,exchange,is_etf,test_issue,yf_symbol,status
KD,"Kyndryl Holdings, Inc. Common Stock",NYSE,N,N,KD,Active
KDK,"Kodiak AI, Inc. - Common Stock",NASDAQ,N,N,KDK,Active
KDP,Keurig Dr Pepper Inc. - Common Stock,NASDAQ,N,N,KDP,Active
KE,"Kimball Electronics, Inc. - Common Stock",NASDAQ,N,N,KE,Active
KEEL,Keel Infrastructure Corp. - Common Stock,NASDAQ,N,N,KEEL,Active
KELYA,"Kelly Services, Inc. - Class A Common Stock",NASDAQ,N,N,KELYA,Active
KELYB,"Kelly Services, Inc. - Class B Common Stock",NASDAQ,N,N,KELYB,Active
KEN,Kenon Holdings Ltd. Ordinary Shares,NYSE,N,N,KEN,Active
KEP,Korea Electric Power Corporation Common Stock,NYSE,N,N,KEP,Active
KEQU,Kewaunee Scientific Corporation - Common Stock,NASDAQ,N,N,KEQU,Active
KEX,Kirby Corporation Common Stock,NYSE,N,N,KEX,Active
KEY,KeyCorp Common Stock,NYSE,N,N,KEY,Active
KEYS,Keysight Technologies Inc. Common Stock,NYSE,N,N,KEYS,Active
KEYY,Keystone Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,KEYY,Active
KEYYW,Keystone Acquisition Corp. - Warrants,NASDAQ,N,N,KEYYW,Active
KFFB,Kentucky First Federal Bancorp - Common Stock,NASDAQ,N,N,KFFB,Active
KFII,K&F Growth Acquisition Corp. II - Class A Ordinary shares,NASDAQ,N,N,KFII,Active
KFRC,"Kforce, Inc. Common Stock",NYSE,N,N,KFRC,Active
KFY,Korn Ferry Common Stock,NYSE,N,N,KFY,Active
KG,"Kestrel Group, Ltd. - Common Stock",NASDAQ,N,N,KG,Active
KGC,Kinross Gold Corporation Common Stock,NYSE,N,N,KGC,Active
KGEI,Kolibri Global Energy Inc. - Common stock,NASDAQ,N,N,KGEI,Active
KGS,"Kodiak Gas Services, Inc. Common Stock",NYSE,N,N,KGS,Active
KHC,The Kraft Heinz Company - Common Stock,NASDAQ,N,N,KHC,Active
KIDS,OrthoPediatrics Corp. - Common Stock,NASDAQ,N,N,KIDS,Active
KIDZ,KIDZ AI Inc. - Class B Common Stock,NASDAQ,N,N,KIDZ,Active
KIDZW,KIDZ AI Inc. - Warrants,NASDAQ,N,N,KIDZW,Active
KIM,Kimco Realty Corporation (HC) Common Stock,NYSE,N,N,KIM,Active
KINS,"Kingstone Companies, Inc - Common Stock",NASDAQ,N,N,KINS,Active
KITT,"Nauticus Robotics, Inc. - Common stock",NASDAQ,N,N,KITT,Active
KKR,KKR & Co. Inc. Common Stock,NYSE,N,N,KKR,Active
KLAC,KLA Corporation  - Common Stock,NASDAQ,N,N,KLAC,Active
KLAR,Klarna Group plc Ordinary Shares,NYSE,N,N,KLAR,Active
KLC,"KinderCare Learning Companies, Inc. Common Stock",NYSE,N,N,KLC,Active
KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",NASDAQ,N,N,KLIC,Active
KLRA,"Kailera Therapeutics, Inc. - Common stock",NASDAQ,N,N,KLRA,Active
KLRS,"Kalaris Therapeutics, Inc.  - Common Stock",NASDAQ,N,N,KLRS,Active
KLTR,"Kaltura, Inc. - Common Stock",NASDAQ,N,N,KLTR,Active
KLXE,"KLX Energy Services Holdings, Inc.  - Common Stock",NASDAQ,N,N,KLXE,Active
KMB,Kimberly-Clark Corporation - Common Stock,NASDAQ,N,N,KMB,Active
KMDA,Kamada Ltd. - Ordinary Shares,NASDAQ,N,N,KMDA,Active
KMI,"Kinder Morgan, Inc. Common Stock",NYSE,N,N,KMI,Active
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,NYSE,N,N,KMPB,Active
KMPR,Kemper Corporation,NYSE,N,N,KMPR,Active
KMRK,K-Tech Solutions Company Limited - Class A Ordinary Shares,NASDAQ,N,N,KMRK,Active
KMT,Kennametal Inc. Common Stock,NYSE,N,N,KMT,Active
KMTS,"Kestra Medical Technologies, Ltd. - Common Stock",NASDAQ,N,N,KMTS,Active
KMX,CarMax Inc,NYSE,N,N,KMX,Active
KN,Knowles Corporation Common Stock,NYSE,N,N,KN,Active
KNDI,"Kandi Technologies Group, Inc. - Ordinary Shares",NASDAQ,N,N,KNDI,Active
KNF,Knife Riv Holding Co. Common Stock,NYSE,N,N,KNF,Active
KNRX,KNOREX LTD. Class A Ordinary Shares,NYSE American,N,N,KNRX,Active
KNSA,"Kiniksa Pharmaceuticals International, plc - Class A Ordinary Shares",NASDAQ,N,N,KNSA,Active
KNSL,"Kinsale Capital Group, Inc. Common Stock",NYSE,N,N,KNSL,Active
KNTK,Kinetik Holdings Inc. Class A Common Stock,NYSE,N,N,KNTK,Active
KNX,Knight-Swift Transportation Holdings Inc.,NYSE,N,N,KNX,Active
KO,Coca-Cola Company (The) Common Stock,NYSE,N,N,KO,Active
KOD,Kodiak Sciences Inc - Common Stock,NASDAQ,N,N,KOD,Active
KODK,Eastman Kodak Company Common New,NYSE,N,N,KODK,Active
KOP,Koppers Holdings Inc. Common Stock,NYSE,N,N,KOP,Active
KOPN,Kopin Corporation - Common Stock,NASDAQ,N,N,KOPN,Active
KOS,Kosmos Energy Ltd. Common Shares (DE),NYSE,N,N,KOS,Active
KOSS,Koss Corporation - Common Stock,NASDAQ,N,N,KOSS,Active
KOYN,CSLM Digital Asset Acquisition Corp III - Class A Ordinary Shares,NASDAQ,N,N,KOYN,Active
KOYNW,CSLM Digital Asset Acquisition Corp III - Warrants,NASDAQ,N,N,KOYNW,Active
KPET,KPET Ultra Paceline Corporation Class A Ordinary Shares,NYSE,N,N,KPET,Active
KPLT,"Katapult Holdings, Inc. - Common Stock",NASDAQ,N,N,KPLT,Active
KPRX,"Kiora Pharmaceuticals, Inc.  - Common Stock",NASDAQ,N,N,KPRX,Active
KPTI,Karyopharm Therapeutics Inc. - Common Stock,NASDAQ,N,N,KPTI,Active
KR,Kroger Company (The) Common Stock,NYSE,N,N,KR,Active
KRAQ,KRAKacquisition Corp - Class A Ordinary Shares,NASDAQ,N,N,KRAQ,Active
KRAQW,KRAKacquisition Corp - Warrants,NASDAQ,N,N,KRAQW,Active
KRC,Kilroy Realty Corporation Common Stock,NYSE,N,N,KRC,Active
KREF,KKR Real Estate Finance Trust Inc. Common Stock,NYSE,N,N,KREF,Active
KRG,Kite Realty Group Trust Common Stock,NYSE,N,N,KRG,Active
KRMD,"KORU Medical Systems, Inc. - Common Stock",NASDAQ,N,N,KRMD,Active
KRMN,Karman Holdings Inc. Common Stock,NYSE,N,N,KRMN,Active
KRNT,Kornit Digital Ltd. - Ordinary Shares,NASDAQ,N,N,KRNT,Active
KRNY,Kearny Financial - Common Stock,NASDAQ,N,N,KRNY,Active
KRO,Kronos Worldwide Inc Common Stock,NYSE,N,N,KRO,Active
KROS,"Keros Therapeutics, Inc. - common stock",NASDAQ,N,N,KROS,Active
KRRO,"Korro Bio, Inc. - Common Stock",NASDAQ,N,N,KRRO,Active
KRSP,Rice Acquisition Corporation 3 Class A Ordinary Shares,NYSE,N,N,KRSP,Active
KRT,Karat Packaging Inc. - Common Stock,NASDAQ,N,N,KRT,Active
KRUS,"Kura Sushi USA, Inc. - Class A Common Stock",NASDAQ,N,N,KRUS,Active
KRYS,"Krystal Biotech, Inc. - Common Stock",NASDAQ,N,N,KRYS,Active
KSCP,"Knightscope, Inc. - Class A Common Stock",NASDAQ,N,N,KSCP,Active
KSPI,Joint Stock Company Kaspi.kz - American Depository Shares,NASDAQ,N,N,KSPI,Active
KSS,Kohl's Corporation Common Stock,NYSE,N,N,KSS,Active
KT,KT Corporation Common Stock,NYSE,N,N,KT,Active
KTB,"Kontoor Brands, Inc. Common Stock ",NYSE,N,N,KTB,Active
KTCC,Key Tronic Corporation - Common Stock,NASDAQ,N,N,KTCC,Active
KTF,DWS Municipal Income Trust,NYSE,N,N,KTF,Active
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),NYSE,N,N,KTN,Active
KTOS,"Kratos Defense & Security Solutions, Inc. - Common Stock",NASDAQ,N,N,KTOS,Active
KTTA,Pasithea Therapeutics Corp. - Common Stock,NASDAQ,N,N,KTTA,Active
KTWO,K2 Capital Acquisition Corporation - Class A Ordinary Share,NASDAQ,N,N,KTWO,Active
KULR,"KULR Technology Group, Inc. Common Stock",NYSE American,N,N,KULR,Active
KURA,"Kura Oncology, Inc. - Common Stock",NASDAQ,N,N,KURA,Active
KUST,"Kustom Entertainment, Inc. - Common Stock",NASDAQ,N,N,KUST,Active
KVAC,Keen Vision Acquisition Corporation - Ordinary Shares,NASDAQ,N,N,KVAC,Active
KVHI,"KVH Industries, Inc. - Common Stock",NASDAQ,N,N,KVHI,Active
KVUE,Kenvue Inc. Common Stock,NYSE,N,N,KVUE,Active
KVYO,"Klaviyo, Inc. Series A Common Stock",NYSE,N,N,KVYO,Active
KWM,"K Wave Media, Ltd. - Ordinary Shares",NASDAQ,N,N,KWM,Active
KWR,Quaker Houghton Common Stock,NYSE,N,N,KWR,Active
KWY,Kingsway Corporation Common Stock,NYSE,N,N,KWY,Active
KXIN,Kaixin Holdings - Ordinary Shares,NASDAQ,N,N,KXIN,Active
KYIV,Kyivstar Group Ltd. - Common Shares,NASDAQ,N,N,KYIV,Active
KYMR,"Kymera Therapeutics, Inc. - Common Stock",NASDAQ,N,N,KYMR,Active
KYNB,"Kyntra Bio, Inc. - Common Stock",NASDAQ,N,N,KYNB,Active
KYTX,"Kyverna Therapeutics, Inc. - Common Stock",NASDAQ,N,N,KYTX,Active
L,Loews Corporation Common Stock,NYSE,N,N,L,Active
LAB,Standard BioTools Inc. - Common Stock,NASDAQ,N,N,LAB,Active
LABT,Lakewood-Amedex Biotherapeutics Inc. - Common Stock,NASDAQ,N,N,LABT,Active
LAC,Lithium Americas Corp. Common Shares,NYSE,N,N,LAC,Active
LAD,"Lithia Motors, Inc. Common Stock",NYSE,N,N,LAD,Active
LADR,Ladder Capital Corp Class A Common Stock,NYSE,N,N,LADR,Active
LAES,SEALSQ Corp - Ordinary Shares,NASDAQ,N,N,LAES,Active
LAFA,LaFayette Acquisition Corp. - Ordinary Share,NASDAQ,N,N,LAFA,Active
LAKE,"Lakeland Industries, Inc. - Common Stock",NASDAQ,N,N,LAKE,Active
LAMR,Lamar Advertising Company - Class A Common Stock,NASDAQ,N,N,LAMR,Active
LAND,Gladstone Land Corporation - Common Stock,NASDAQ,N,N,LAND,Active
LANV,Lanvin Group Holdings Limited Ordinary Shares,NYSE,N,N,LANV,Active
LAR,Lithium Argentina AG Common Shares,NYSE,N,N,LAR,Active
LARK,Landmark Bancorp Inc. - Common Stock,NASDAQ,N,N,LARK,Active
LASE,Laser Photonics Corporation - Common Stock,NASDAQ,N,N,LASE,Active
LASR,"nLIGHT, Inc. - Common Stock",NASDAQ,N,N,LASR,Active
LATA,Galata Acquisition Corp. II - Class A Ordinary Shares,NASDAQ,N,N,LATA,Active
LAUR,"Laureate Education, Inc. - Common Stock",NASDAQ,N,N,LAUR,Active
LAW,"CS Disco, Inc. Common Stock",NYSE,N,N,LAW,Active
LAWR,"Robot Consulting Co., Ltd. - ADS",NASDAQ,N,N,LAWR,Active
LAZ,"Lazard, Inc. Common Stock",NYSE,N,N,LAZ,Active
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,NYSE,N,N,LB,Active
LBGJ,Li Bang International Corporation Inc. - Class A Ordinary Shares,NASDAQ,N,N,LBGJ,Active
LBRDA,Liberty Broadband Corporation - Class A Common Stock,NASDAQ,N,N,LBRDA,Active
LBRDK,Liberty Broadband Corporation - Class C Common Stock,NASDAQ,N,N,LBRDK,Active
LBRT,Liberty Energy Inc. Class A common stock,NYSE,N,N,LBRT,Active
LBRX,LB Pharmaceuticals Inc - Common Stock,NASDAQ,N,N,LBRX,Active
LBTYA,Liberty Global Ltd. - Class A Common Shares,NASDAQ,N,N,LBTYA,Active
LBTYB,Liberty Global Ltd. - Class B Common Shares,NASDAQ,N,N,LBTYB,Active
LBTYK,Liberty Global Ltd. - Class C Common Shares,NASDAQ,N,N,LBTYK,Active
LCCC,Lakeshore Acquisition III Corp. - Ordinary Shares,NASDAQ,N,N,LCCC,Active
LCFY,Locafy Limited - Ordinary Share,NASDAQ,N,N,LCFY,Active
LCID,"Lucid Group, Inc. - Common Stock",NASDAQ,N,N,LCID,Active
LCII,LCI Industries,NYSE,N,N,LCII,Active
LCLN,"Lincoln International, Inc. Class A Common Stock",NYSE,N,N,LCLN,Active
LCNB,LCNB Corporation - Common Stock,NASDAQ,N,N,LCNB,Active
LCTX,"Lineage Cell Therapeutics, Inc. Common Stock",NYSE American,N,N,LCTX,Active
LCUT,"Lifetime Brands, Inc. - Common Stock",NASDAQ,N,N,LCUT,Active
LDI,"loanDepot, Inc. Class A Common Stock",NYSE,N,N,LDI,Active
LDOS,"Leidos Holdings, Inc. Common Stock",NYSE,N,N,LDOS,Active
LE,"Lands' End, Inc. - Common Stock",NASDAQ,N,N,LE,Active
LEA,Lear Corporation Common Stock,NYSE,N,N,LEA,Active
LECO,"Lincoln Electric Holdings, Inc. - Common Shares",NASDAQ,N,N,LECO,Active
LEDS,SemiLEDS Corporation - Common Stock,NASDAQ,N,N,LEDS,Active
LEE,"Lee Enterprises, Incorporated - Common Stock",NASDAQ,N,N,LEE,Active
LEG,"Leggett & Platt, Incorporated Common Stock",NYSE,N,N,LEG,Active
LEGH,Legacy Housing Corporation - Common Stock,NASDAQ,N,N,LEGH,Active
LEGO,Legato Merger Corp. IV Ordinary Shares,NYSE American,N,N,LEGO,Active
LEN,Lennar Corporation Class A Common Stock,NYSE,N,N,LEN,Active
LENZ,"LENZ Therapeutics, Inc. - Common Stock",NASDAQ,N,N,LENZ,Active
LEO,"BNY Mellon Strategic Municipals, Inc. Common Stock",NYSE,N,N,LEO,Active
LESL,"Leslie's, Inc. - Common Stock",NASDAQ,N,N,LESL,Active
LEU,Centrus Energy Corp. Class A Common Stock,NYSE,N,N,LEU,Active
LEVI,Levi Strauss & Co Class A Common Stock,NYSE,N,N,LEVI,Active
LEXX,Lexaria Bioscience Corp. - Common Stock,NASDAQ,N,N,LEXX,Active
LFAC,Leapfrog Acquisition Corporation - Class A Ordinary Shares,NASDAQ,N,N,LFAC,Active
LFACW,Leapfrog Acquisition Corporation - Warrants,NASDAQ,N,N,LFACW,Active
LFCR,"Lifecore Biomedical, Inc. - Common Stock",NASDAQ,N,N,LFCR,Active
LFMD,"LifeMD, Inc. - Common Stock",NASDAQ,N,N,LFMD,Active
LFST,"LifeStance Health Group, Inc. - Common Stock",NASDAQ,N,N,LFST,Active
LFT,"Lument Finance Trust, Inc. Common Stock",NYSE,N,N,LFT,Active
LFTO,"Liftoff Mobile, Inc. - Common Stock",NASDAQ,N,N,LFTO,Active
LFUS,"Littelfuse, Inc. - Common Stock",NASDAQ,N,N,LFUS,Active
LFVN,Lifevantage Corporation - Common Stock,NASDAQ,N,N,LFVN,Active
LFWD,Lifeward Ltd. - Ordinary Shares,NASDAQ,N,N,LFWD,Active
LGCL,Lucas GC Limited - Class A Ordinary Shares,NASDAQ,N,N,LGCL,Active
LGCY,Legacy Education Inc. Common Stock,NYSE American,N,N,LGCY,Active
LGIH,"LGI Homes, Inc. - Common Stock",NASDAQ,N,N,LGIH,Active
LGL,"LGL Group, Inc. (The) Common Stock",NYSE American,N,N,LGL,Active
LGN,Legence Corp. - Class A Common stock,NASDAQ,N,N,LGN,Active
LGND,Ligand Pharmaceuticals Incorporated - Common Stock,NASDAQ,N,N,LGND,Active
LGO,Largo Inc. - Common Shares,NASDAQ,N,N,LGO,Active
LGPS,LogProstyle Inc. Common Shares,NYSE American,N,N,LGPS,Active
LGVN,Longeveron Inc. - Class A Common stock,NASDAQ,N,N,LGVN,Active
LH,Labcorp Holdings Inc. Common Stock,NYSE,N,N,LH,Active
LHAI,Linkhome Holdings Inc. - Common stock,NASDAQ,N,N,LHAI,Active
LHSW,Lianhe Sowell International Group Ltd - Class A Ordinary Shares,NASDAQ,N,N,LHSW,Active
LHX,"L3Harris Technologies, Inc. Common Stock",NYSE,N,N,LHX,Active
LICN,Lichen International Limited - Class A Ordinary Shares,NASDAQ,N,N,LICN,Active
LIDR,"AEye, Inc. - Class A Common Stock",NASDAQ,N,N,LIDR,Active
LIEN,"Chicago Atlantic BDC, Inc. - Common Stock",NASDAQ,N,N,LIEN,Active
LIF,"Life360, Inc. - Common Stock",NASDAQ,N,N,LIF,Active
LIFE,Ethos Technologies Inc. - Class A Common Stock,NASDAQ,N,N,LIFE,Active
LII,"Lennox International, Inc. Common Stock",NYSE,N,N,LII,Active
LILA,Liberty Latin America Ltd. - Class A Common Stock,NASDAQ,N,N,LILA,Active
LILAK,Liberty Latin America Ltd. - Class C Common Stock,NASDAQ,N,N,LILAK,Active
LILAP,Liberty Latin America Ltd. - 9.0% Fixed Rate Cumulative Perpetual Redeemable Series A Preference Shares,NASDAQ,N,N,LILAP,Active
LIME,"Neutron Holdings, Inc. - Common Stock",NASDAQ,N,N,LIME,Active
LIMN,"Liminatus Pharma, Inc. - Class A Common Stock",NASDAQ,N,N,LIMN,Active
LIMNW,"Liminatus Pharma, Inc. - Warrants",NASDAQ,N,N,LIMNW,Active
LIN,Linde plc - Ordinary Shares,NASDAQ,N,N,LIN,Active
LINC,Lincoln Educational Services Corporation - Common Stock,NASDAQ,N,N,LINC,Active
LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,NASDAQ,N,N,LIND,Active
LINE,"Lineage, Inc. - Common Stock",NASDAQ,N,N,LINE,Active
LINK,"Interlink Electronics, Inc. - Common Stock",NASDAQ,N,N,LINK,Active
LION,Lionsgate Studios Corp Common Shares,NYSE,N,N,LION,Active
LIQT,"LiqTech International, Inc. - Common Stock",NASDAQ,N,N,LIQT,Active
LITE,Lumentum Holdings Inc. - Common Stock,NASDAQ,N,N,LITE,Active
LITS,"Lite Strategy, Inc. - Common Stock",NASDAQ,N,N,LITS,Active
LIVE,Live Ventures Incorporated - Common Stock,NASDAQ,N,N,LIVE,Active
LIVN,LivaNova PLC - Ordinary Shares,NASDAQ,N,N,LIVN,Active
LKFN,Lakeland Financial Corporation - Common Stock,NASDAQ,N,N,LKFN,Active
LKQ,LKQ Corporation - Common Stock,NASDAQ,N,N,LKQ,Active
LKSP,Lake Superior Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,LKSP,Active
LLY,Eli Lilly and Company Common Stock,NYSE,N,N,LLY,Active
LLYVA,"Liberty Live Holdings, Inc. - Series A Liberty Live Group Common Stock",NASDAQ,N,N,LLYVA,Active
LLYVK,"Liberty Live Holdings, Inc. - Series C Liberty Live Group Common Stock",NASDAQ,N,N,LLYVK,Active
LMAT,"LeMaitre Vascular, Inc. - Common Stock",NASDAQ,N,N,LMAT,Active
LMB,"Limbach Holdings, Inc. - Common Stock",NASDAQ,N,N,LMB,Active
LMND,"Lemonade, Inc. Common Stock",NYSE,N,N,LMND,Active
LMNR,Limoneira Co - Common Stock,NASDAQ,N,N,LMNR,Active
LMRI,"Lumexa Imaging Holdings, Inc. - Common Stock",NASDAQ,N,N,LMRI,Active
LMT,Lockheed Martin Corporation Common Stock,NYSE,N,N,LMT,Active
LNAI,Lunai Bioworks Inc. - Common Stock,NASDAQ,N,N,LNAI,Active
LNC,Lincoln National Corporation Common Stock,NYSE,N,N,LNC,Active
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),NYSE,N,N,LND,Active
LNG,"Cheniere Energy, Inc. Common Stock",NYSE,N,N,LNG,Active
LNKS,Linkers Industries Limited - Class A Ordinary Shares,NASDAQ,N,N,LNKS,Active
LNN,Lindsay Corporation Common Stock,NYSE,N,N,LNN,Active
LNSR,"LENSAR, Inc. - Common Stock",NASDAQ,N,N,LNSR,Active
LNT,Alliant Energy Corporation - Common Stock,NASDAQ,N,N,LNT,Active
LNTH,"Lantheus Holdings, Inc. - Common Stock",NASDAQ,N,N,LNTH,Active
LNZA,"LanzaTech Global, Inc. - Common Stock",NASDAQ,N,N,LNZA,Active
LOAN,"Manhattan Bridge Capital, Inc - Common Stock",NASDAQ,N,N,LOAN,Active
LOAR,Loar Holdings Inc. Common Stock,NYSE,N,N,LOAR,Active
LOB,"Live Oak Bancshares, Inc. Common Stock",NYSE,N,N,LOB,Active
LOBO,LOBO TECHNOLOGIES LTD. - Class A Ordinary Shares,NASDAQ,N,N,LOBO,Active
LOCL,Local Bounti Corporation Common Stock,NYSE,N,N,LOCL,Active
LOCO,"El Pollo Loco Holdings, Inc. - Common Stock",NASDAQ,N,N,LOCO,Active
LODE,Comstock Inc. Common Stock,NYSE American,N,N,LODE,Active
LOGI,Logitech International S.A. - Registered Shares,NASDAQ,N,N,LOGI,Active
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,NYSE,N,N,LOMA,Active
LONA,"LeonaBio, Inc. - Common Stock",NASDAQ,N,N,LONA,Active
LOOP,"Loop Industries, Inc. - Common Stock",NASDAQ,N,N,LOOP,Active
LOPE,"Grand Canyon Education, Inc. - Common Stock",NASDAQ,N,N,LOPE,Active
LOTWW,Lotus Technology Inc. - Warrants,NASDAQ,N,N,LOTWW,Active
LOVE,The Lovesac Company - Common Stock,NASDAQ,N,N,LOVE,Active
LOW,"Lowe's Companies, Inc. Common Stock",NYSE,N,N,LOW,Active
LPA,Logistic Properties of the Americas Ordinary Shares,NYSE American,N,N,LPA,Active
LPAA,Launch One Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,LPAA,Active
LPBB,Launch Two Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,LPBB,Active
LPCN,Lipocine Inc. - Common Stock,NASDAQ,N,N,LPCN,Active
LPCV,Launchpad Cadenza Acquisition Corp I - Class A Ordinary Share,NASDAQ,N,N,LPCV,Active
LPG,Dorian LPG Ltd. Common Stock,NYSE,N,N,LPG,Active
LPL,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES",NYSE,N,N,LPL,Active
LPLA,LPL Financial Holdings Inc. - Common Stock,NASDAQ,N,N,LPLA,Active
LPRO,Open Lending Corporation - Common Stock,NASDAQ,N,N,LPRO,Active
LPSN,"LivePerson, Inc. - Common Stock",NASDAQ,N,N,LPSN,Active
LPTH,"LightPath Technologies, Inc. - Class A Common Stock",NASDAQ,N,N,LPTH,Active
LPX,Louisiana-Pacific Corporation Common Stock,NYSE,N,N,LPX,Active
LQDA,Liquidia Corporation - Common Stock,NASDAQ,N,N,LQDA,Active
LQDT,"Liquidity Services, Inc. - Common Stock",NASDAQ,N,N,LQDT,Active
LRCX,Lam Research Corporation - Common Stock,NASDAQ,N,N,LRCX,Active
LRHC,La Rosa Holdings Corp. - Common Stock,NASDAQ,N,N,LRHC,Active
LRMR,"Larimar Therapeutics, Inc. - Common Stock",NASDAQ,N,N,LRMR,Active
LRN,"Stride, Inc. Common Stock",NYSE,N,N,LRN,Active
LSAK,"Lesaka Technologies, Inc. - Common Stock",NASDAQ,N,N,LSAK,Active
LSBK,"Lake Shore Bancorp, Inc. - Common Stock",NASDAQ,N,N,LSBK,Active
LSCC,Lattice Semiconductor Corporation - Common Stock,NASDAQ,N,N,LSCC,Active
LSE,"Leishen Energy Holding Co., Ltd. - Class A Ordinary Shares",NASDAQ,N,N,LSE,Active
LSF,"Laird Superfood, Inc. Common Stock",NYSE American,N,N,LSF,Active
LSH,Lakeside Holding Limited - Common Stock,NASDAQ,N,N,LSH,Active
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,NYSE,N,N,LSPD,Active
LSTA,"Lisata Therapeutics, Inc. - Common Stock",NASDAQ,N,N,LSTA,Active
LSTR,"Landstar System, Inc. - Common Stock",NASDAQ,N,N,LSTR,Active
LTBR,Lightbridge Corporation - Common Stock,NASDAQ,N,N,LTBR,Active
LTC,"LTC Properties, Inc. Common Stock",NYSE,N,N,LTC,Active
LTH,"Life Time Group Holdings, Inc. Common Stock",NYSE,N,N,LTH,Active
LTRN,Lantern Pharma Inc. - Common Stock,NASDAQ,N,N,LTRN,Active
LTRX,"Lantronix, Inc. - Common Stock",NASDAQ,N,N,LTRX,Active
LUCD,Lucid Diagnostics Inc. - Common Stock,NASDAQ,N,N,LUCD,Active
LUCK,Lucky Strike Entertainment Corporation Class A Common Stock,NYSE,N,N,LUCK,Active
LUCY,"Innovative Eyewear, Inc. - Common Stock",NASDAQ,N,N,LUCY,Active
LUCYW,"Innovative Eyewear, Inc. - Warrants",NASDAQ,N,N,LUCYW,Active
LUD,Luda Technology Group Limited Ordinary Shares,NYSE American,N,N,LUD,Active
LULU,lululemon athletica inc. - Common Stock,NASDAQ,N,N,LULU,Active
LUMN,"Lumen Technologies, Inc. Common Stock",NYSE,N,N,LUMN,Active
LUNG,Pulmonx Corporation - Common Stock,NASDAQ,N,N,LUNG,Active
LUNR,"Intuitive Machines, Inc. - Class A Common Stock",NASDAQ,N,N,LUNR,Active
LUV,Southwest Airlines Company Common Stock,NYSE,N,N,LUV,Active
LVLU,"Lulu's Fashion Lounge Holdings, Inc. - Common Stock",NASDAQ,N,N,LVLU,Active
LVO,"LiveOne, Inc. - Common Stock",NASDAQ,N,N,LVO,Active
LVS,Las Vegas Sands Corp. Common Stock,NYSE,N,N,LVS,Active
LVWR,"LiveWire Group, Inc. Common Stock",NYSE,N,N,LVWR,Active
LW,"Lamb Weston Holdings, Inc. Common Stock ",NYSE,N,N,LW,Active
LWAC,LightWave Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,LWAC,Active
LWACW,LightWave Acquisition Corp. - Warrants,NASDAQ,N,N,LWACW,Active
LWAY,"Lifeway Foods, Inc. - Common Stock",NASDAQ,N,N,LWAY,Active
LWLG,"Lightwave Logic, Inc. - Common Stock",NASDAQ,N,N,LWLG,Active
LXEO,"Lexeo Therapeutics, Inc. - Common Stock",NASDAQ,N,N,LXEO,Active
LXFR,Luxfer Holdings PLC Ordinary Shares,NYSE,N,N,LXFR,Active
LXP,LXP Industrial Trust Common Stock (Maryland REIT),NYSE,N,N,LXP,Active
LXRX,"Lexicon Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,LXRX,Active
LXU,"LSB Industries, Inc. Common Stock",NYSE,N,N,LXU,Active
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),NYSE,N,N,LYB,Active
LYEL,"Lyell Immunopharma, Inc. - Common Stock",NASDAQ,N,N,LYEL,Active
LYFT,"Lyft, Inc. - Class A Common Stock",NASDAQ,N,N,LYFT,Active
LYTS,LSI Industries Inc. - Common Stock,NASDAQ,N,N,LYTS,Active
LYV,"Live Nation Entertainment, Inc. Common Stock",NYSE,N,N,LYV,Active
LZ,"LegalZoom.com, Inc. - Common Stock",NASDAQ,N,N,LZ,Active
LZB,La-Z-Boy Incorporated Common Stock,NYSE,N,N,LZB,Active
LZM,Lifezone Metals Limited Ordinary Shares,NYSE,N,N,LZM,Active
LZMH,LZ Technology Holdings Limited - Class B Ordinary Shares,NASDAQ,N,N,LZMH,Active
M,Macy's Inc Common Stock,NYSE,N,N,M,Active
MA,Mastercard Incorporated Common Stock,NYSE,N,N,MA,Active
MAA,"Mid-America Apartment Communities, Inc. Common Stock",NYSE,N,N,MAA,Active
MAAS,Maase Inc. - Class A Ordinary Shares,NASDAQ,N,N,MAAS,Active
MAC,Macerich Company (The) Common Stock,NYSE,N,N,MAC,Active
MACI,Melar Acquisition Corp. I - Class A Ordinary Shares,NASDAQ,N,N,MACI,Active
MAGH,Magnitude International Ltd - Ordinary Shares,NASDAQ,N,N,MAGH,Active
MAGN,Magnera Corporation Common Stock,NYSE,N,N,MAGN,Active
